"","id","sport_id","name","home_team_type","container","league_specials_count","event_specials_count","event_count","has_offerings","homeTeamType"
"1792",2592,1,"Turkey - Super League","Team1","Turkey",0,89,8,TRUE,"Team1"
"1793",200797,1,"Colombia - Primera B Corners","Team1","Colombia",0,0,0,FALSE,"Team1"
"1794",192419,1,"France - National Corners","Team1","France",0,0,0,FALSE,"Team1"
"1795",2620,1,"FIFA - World Cup U20","Team1","World",0,0,0,FALSE,"Team1"
"1796",197206,1,"Bolivia - Cup","Team1","Bolivia",0,0,0,FALSE,"Team1"
"1797",2419,1,"Scotland - League Two","Team1","Scotland",0,0,0,FALSE,"Team1"
"1798",11670,1,"China - Super League Corners","Team1","China",0,0,0,FALSE,"Team1"
"1799",199490,1,"Romania - Super Cup Corners","Team1","Romania",0,0,0,FALSE,"Team1"
"1800",205096,1,"Moldova - Divizia Nationala","Team1","Moldova",0,0,0,FALSE,"Team1"
"1801",226857,1,"CAF - Olympic Qualifiers Women","Team1","Africa",0,0,0,FALSE,"Team1"
"1802",5487,1,"England - Premier League Corners","Team1","England",0,0,0,FALSE,"Team1"
"1803",1725,1,"Algeria - Cup","Team1","Algeria",0,0,0,FALSE,"Team1"
"1804",209948,1,"Colombia - Superliga","Team1","Colombia",0,0,0,FALSE,"Team1"
"1805",10509,1,"Iceland - Fotbolti.net Cup","Team1","Iceland",0,0,0,FALSE,"Team1"
"1806",208767,1,"Aruba - Divison di Honor","Team1","Aruba",0,0,0,FALSE,"Team1"
"1807",2510,1,"Sweden - Division 1 Norra","Team1","Sweden",0,0,0,FALSE,"Team1"
"1808",10841,1,"Denmark - Reserve League","Team1","Denmark",0,0,0,FALSE,"Team1"
"1809",201165,1,"Mexico - Liga MX Women","Team1","Mexico",0,0,0,FALSE,"Team1"
